,2,5,20,32,38
GMM,0.5038461538461538,0.5715384615384616,0.6430769230769231,0.6946153846153846,0.715
Kmeans,0.5046153846153846,0.5684615384615385,0.6580769230769231,0.6915384615384615,0.715
