,2,5,20,32,38
GMM,-0.00023495044722653924,0.009685875397911353,0.02463346693232262,0.03435137592747784,0.03491924629342961
Kmeans,-0.0002161443407728767,0.00774062910459354,0.026238260306444293,0.03105523071478282,0.03491924629342961
