,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.5476943969726562,0.004524326324462891,0.5211538461538462,0.5910576923076923,10.0,"(7,)","{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (7,)}",20,0.48846153846153845,0.5649038461538461,0.5192307692307693,0.6100961538461539,0.5153846153846153,0.5168269230769231,0.5230769230769231,0.5860576923076923,0.5596153846153846,0.6774038461538462,0.1843152907091756,0.0007258948864213702,0.02275415301192161,0.052985567980358424
1,0.6267515659332276,0.005466604232788086,0.53,0.7219230769230769,10.0,"(15,)","{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (15,)}",13,0.5576923076923077,0.7754807692307693,0.5442307692307692,0.7254807692307692,0.5461538461538461,0.7254807692307692,0.5192307692307693,0.7504807692307692,0.4826923076923077,0.6326923076923077,0.11805345148357464,0.00135252022322609,0.02677431428301093,0.04831441342269095
2,0.6610226154327392,0.006808423995971679,0.551923076923077,0.6919230769230769,10.0,"(31,)","{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (31,)}",6,0.5557692307692308,0.7836538461538461,0.5557692307692308,0.6206730769230769,0.5461538461538461,0.625,0.5269230769230769,0.676923076923077,0.575,0.7533653846153846,0.1045861396519177,0.0031928050588891986,0.015623150778146067,0.06628718114851002
3,1.2159341812133788,0.008072233200073243,0.5611538461538461,0.8486538461538462,10.0,"(62,)","{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (62,)}",1,0.5846153846153846,0.8514423076923077,0.575,0.8629807692307693,0.5153846153846153,0.8293269230769231,0.5673076923076923,0.8471153846153846,0.5634615384615385,0.8524038461538461,0.12057894110020104,0.001689658724719657,0.024000739633573395,0.010981762719437863
4,1.0978930950164796,0.01006922721862793,0.5538461538461539,0.7267307692307693,10.0,"(124,)","{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (124,)}",2,0.5173076923076924,0.6153846153846154,0.5653846153846154,0.8600961538461539,0.5846153846153846,0.85,0.5384615384615384,0.6115384615384616,0.5634615384615385,0.6966346153846154,0.38298321367046584,0.0020801049518579745,0.023426834358217012,0.10913719922390289
5,0.7316510200500488,0.003399181365966797,0.5276923076923077,0.6359615384615384,0.01,"(7,)","{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (7,)}",14,0.49038461538461536,0.5596153846153846,0.5230769230769231,0.6764423076923077,0.5096153846153846,0.5052884615384615,0.573076923076923,0.7764423076923077,0.5423076923076923,0.6620192307692307,0.2905713586239083,0.0005653797961533064,0.028331302862619832,0.09482270906194443
6,0.6409601688385009,0.004641008377075195,0.5219230769230769,0.7001923076923078,0.01,"(15,)","{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (15,)}",17,0.5403846153846154,0.775,0.5461538461538461,0.698076923076923,0.55,0.7057692307692308,0.5076923076923077,0.7225961538461538,0.4653846153846154,0.5995192307692307,0.13468057361992164,0.0019501191157704702,0.03198557367121813,0.0570416838656158
7,0.5809056282043457,0.005328989028930664,0.54,0.6539423076923077,0.01,"(31,)","{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (31,)}",10,0.5307692307692308,0.6495192307692308,0.5557692307692308,0.6389423076923076,0.5538461538461539,0.6471153846153846,0.5134615384615384,0.6408653846153847,0.5461538461538461,0.6932692307692307,0.04966911777173299,0.0012761902227230735,0.01592326272652652,0.02004386830940408
8,1.2990603923797608,0.007649612426757812,0.5492307692307692,0.8885576923076923,0.01,"(62,)","{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (62,)}",7,0.5634615384615385,0.9451923076923077,0.5596153846153846,0.9379807692307692,0.5307692307692308,0.8841346153846154,0.5596153846153846,0.9225961538461539,0.5326923076923077,0.7528846153846154,0.3156848332571255,0.003311145282951252,0.014370416686361085,0.07104292289518446
9,1.0953164577484131,0.01087779998779297,0.553076923076923,0.819423076923077,0.01,"(124,)","{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (124,)}",5,0.5596153846153846,0.8057692307692308,0.5365384615384615,0.91875,0.573076923076923,0.81875,0.5384615384615384,0.8057692307692308,0.5576923076923077,0.7480769230769231,0.17895713707051972,0.003478094850635223,0.013792631597723929,0.0553704241968548
10,0.6948906421661377,0.004252004623413086,0.5276923076923077,0.6360576923076923,1e-05,"(7,)","{'NN__alpha': 1e-05, 'NN__hidden_layer_sizes': (7,)}",14,0.49038461538461536,0.5596153846153846,0.5230769230769231,0.6764423076923077,0.5096153846153846,0.5052884615384615,0.573076923076923,0.7769230769230769,0.5423076923076923,0.6620192307692307,0.2933307832750314,0.0010189365126460955,0.028331302862619832,0.0949652497950648
11,0.6447812080383301,0.004956960678100586,0.5215384615384615,0.7003846153846154,1e-05,"(15,)","{'NN__alpha': 1e-05, 'NN__hidden_layer_sizes': (15,)}",18,0.5403846153846154,0.7759615384615385,0.5461538461538461,0.698076923076923,0.55,0.70625,0.5057692307692307,0.7221153846153846,0.4653846153846154,0.5995192307692307,0.13911031531005624,0.001971487085534932,0.03216543773393088,0.05726718366956584
