,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_km__n_clusters,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.39294274648030597,0.001725594202677409,0.5,0.5,10.0,"(7,)",2,"{'NN__alpha': 10.0, 'km__n_clusters': 2, 'NN__hidden_layer_sizes': (7,)}",74,0.5,0.5,0.5,0.5,0.5,0.5,0.02333921716355371,9.050329344732545e-05,0.0,0.0
1,0.812086264292399,0.002010345458984375,0.5,0.5,10.0,"(7,)",5,"{'NN__alpha': 10.0, 'km__n_clusters': 5, 'NN__hidden_layer_sizes': (7,)}",74,0.5,0.5,0.5,0.5,0.5,0.5,0.07131880033817305,0.00013979151773831327,0.0,0.0
2,1.6009657382965088,0.0021739800771077475,0.5257692307692308,0.5273338199111551,10.0,"(7,)",20,"{'NN__alpha': 10.0, 'km__n_clusters': 20, 'NN__hidden_layer_sizes': (7,)}",29,0.5645161290322581,0.5952655889145496,0.5484988452655889,0.510957324106113,0.46420323325635104,0.4757785467128028,0.1604230542432531,0.0002676955718235986,0.04399744762909918,0.05013601848751008
3,2.027808984120687,0.002260605494181315,0.5,0.5,10.0,"(7,)",32,"{'NN__alpha': 10.0, 'km__n_clusters': 32, 'NN__hidden_layer_sizes': (7,)}",74,0.5,0.5,0.5,0.5,0.5,0.5,0.031663743001983935,0.00031117453853071124,0.0,0.0
4,2.3850127855936685,0.002054293950398763,0.5284615384615384,0.5484715418567917,10.0,"(7,)",38,"{'NN__alpha': 10.0, 'km__n_clusters': 38, 'NN__hidden_layer_sizes': (7,)}",21,0.5449308755760369,0.5744803695150116,0.5646651270207852,0.5945790080738178,0.47575057736720555,0.47635524798154555,0.25253127523730906,6.118594771713252e-05,0.03811236065274244,0.05164983833279008
5,0.356969674428304,0.0015596548716227214,0.5,0.5,10.0,"(15,)",2,"{'NN__alpha': 10.0, 'km__n_clusters': 2, 'NN__hidden_layer_sizes': (15,)}",74,0.5,0.5,0.5,0.5,0.5,0.5,0.0302917855315523,5.865947709942901e-05,0.0,0.0
6,0.7817432880401611,0.0017450650533040364,0.5261538461538462,0.5323130293642612,10.0,"(15,)",5,"{'NN__alpha': 10.0, 'km__n_clusters': 5, 'NN__hidden_layer_sizes': (15,)}",25,0.5241935483870968,0.546189376443418,0.5542725173210161,0.5507497116493656,0.5,0.5,0.08982648941134737,7.861798167511923e-05,0.02219157230671877,0.02292448566226887
7,1.4511044025421143,0.002131938934326172,0.5142307692307693,0.5136485966935794,10.0,"(15,)",20,"{'NN__alpha': 10.0, 'km__n_clusters': 20, 'NN__hidden_layer_sizes': (15,)}",43,0.5,0.5,0.5427251732101617,0.5409457900807382,0.5,0.5,0.061468856745739146,0.00040393853895296576,0.020136963211940532,0.01930203055142056
8,2.001893679300944,0.002142667770385742,0.5388461538461539,0.5636779867043498,10.0,"(15,)",32,"{'NN__alpha': 10.0, 'km__n_clusters': 32, 'NN__hidden_layer_sizes': (15,)}",11,0.5967741935483871,0.6264434180138568,0.4884526558891455,0.5317185697808535,0.5311778290993071,0.532871972318339,0.04049732098459873,0.00029090981402418096,0.04456130412741193,0.04438435993271131
9,2.1947503089904785,0.0024416446685791016,0.5034615384615385,0.48366101863468747,10.0,"(15,)",38,"{'NN__alpha': 10.0, 'km__n_clusters': 38, 'NN__hidden_layer_sizes': (15,)}",65,0.554147465437788,0.5023094688221709,0.5023094688221709,0.5023068050749712,0.45381062355658197,0.4463667820069204,0.10842293147043677,0.00027219766536139376,0.040978282356930594,0.026371007641092
10,0.3685606320699056,0.0016213258107503254,0.5030769230769231,0.5103826206477701,10.0,"(31,)",2,"{'NN__alpha': 10.0, 'km__n_clusters': 2, 'NN__hidden_layer_sizes': (31,)}",69,0.4873271889400922,0.5051963048498845,0.5,0.5,0.5219399538106235,0.5259515570934256,0.023550366637830052,5.410240056667294e-05,0.014299605420127015,0.01121142966083806
11,0.7739022572835287,0.0017186800638834636,0.5169230769230769,0.5226835832372164,10.0,"(31,)",5,"{'NN__alpha': 10.0, 'km__n_clusters': 5, 'NN__hidden_layer_sizes': (31,)}",33,0.5,0.5,0.5727482678983834,0.5732410611303345,0.4780600461893764,0.49480968858131485,0.08814852844213286,0.00021173085243434138,0.04045598089939912,0.035812276864603955
12,1.4709645907084148,0.0021670659383138022,0.5065384615384615,0.48481220138284,10.0,"(31,)",20,"{'NN__alpha': 10.0, 'km__n_clusters': 20, 'NN__hidden_layer_sizes': (31,)}",60,0.5126728110599078,0.49653579676674364,0.4457274826789838,0.42675893886966554,0.5612009237875288,0.5311418685121108,0.04839090592585536,0.00016873954107351333,0.04732337343432511,0.043412985896918235
13,1.983506679534912,0.0021959940592447915,0.5153846153846153,0.5138434941970268,10.0,"(31,)",32,"{'NN__alpha': 10.0, 'km__n_clusters': 32, 'NN__hidden_layer_sizes': (31,)}",41,0.4838709677419355,0.5069284064665127,0.5623556581986143,0.5346020761245674,0.5,0.5,0.05610267129598777,0.00026918603776769943,0.03384141397160416,0.014948572881117431
14,2.209799607594808,0.002679030100504557,0.5057692307692307,0.507112648981161,10.0,"(31,)",38,"{'NN__alpha': 10.0, 'km__n_clusters': 38, 'NN__hidden_layer_sizes': (31,)}",61,0.5,0.5,0.5,0.5,0.5173210161662818,0.5213379469434832,0.06303278867438851,0.00019610169285866707,0.0081636337345705,0.010058804653557173
