,2,5,20,32,38
GMM,0.5092307692307693,0.5192307692307693,0.5523076923076923,0.5534615384615384,0.565
Kmeans,0.5311538461538462,0.5146153846153846,0.5603846153846154,0.5538461538461539,0.5711538461538461
