,2,5,20,32,38
GMM,-3.1283697943936496e-05,0.0003778096482479809,0.0016814755259077826,0.0007984660506119081,0.0013868281765923906
Kmeans,0.0025293653475276534,-0.00013705357357016992,0.0029494220322023794,0.0010522815242383625,0.0022681459015279942
