,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_gmm__n_components,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.12934536933898927,0.0010553836822509766,0.5,0.5,10.0,"(7,)",2,"{'gmm__n_components': 2, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (7,)}",56,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.02179455030088604,0.00019084614845089984,0.0,0.0
1,0.3932476997375488,0.001592254638671875,0.5,0.5,10.0,"(7,)",5,"{'gmm__n_components': 5, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (7,)}",56,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.056385304497501794,0.0001120599381008525,0.0,0.0
2,0.35906052589416504,0.004491472244262695,0.5,0.5,10.0,"(7,)",20,"{'gmm__n_components': 20, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (7,)}",56,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.03310378604450045,0.00030115906215291905,0.0,0.0
3,0.20356616973876954,0.0068816661834716795,0.5069230769230769,0.505673076923077,10.0,"(7,)",32,"{'gmm__n_components': 32, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (7,)}",36,0.5211538461538462,0.5067307692307692,0.49615384615384617,0.5125,0.4846153846153846,0.4913461538461538,0.5076923076923077,0.5129807692307692,0.525,0.5048076923076923,0.034161369837666704,0.0005780302834495967,0.015122771731798088,0.007837570720121081
4,0.2143460750579834,0.007890558242797852,0.5003846153846154,0.504423076923077,10.0,"(7,)",38,"{'gmm__n_components': 38, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (7,)}",55,0.4826923076923077,0.4985576923076923,0.5096153846153846,0.5120192307692307,0.48846153846153845,0.5033653846153846,0.5173076923076924,0.50625,0.5038461538461538,0.5019230769230769,0.03735559541359592,0.0002256407640949314,0.012951890954217497,0.004534548508673675
5,0.11393451690673828,0.0009220600128173828,0.5,0.5,10.0,"(15,)",2,"{'gmm__n_components': 2, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (15,)}",56,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.01584945825369539,8.954641275998174e-06,0.0,0.0
6,0.38031973838806155,0.001581573486328125,0.48115384615384615,0.4946153846153846,10.0,"(15,)",5,"{'gmm__n_components': 5, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (15,)}",100,0.49615384615384617,0.4908653846153846,0.5153846153846153,0.5100961538461538,0.4576923076923077,0.4980769230769231,0.475,0.4971153846153846,0.46153846153846156,0.47692307692307695,0.05480067186653362,0.00014725867904527733,0.021770725689361378,0.010816346111107296
7,0.35062241554260254,0.004282188415527344,0.49615384615384617,0.5006730769230769,10.0,"(15,)",20,"{'gmm__n_components': 20, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (15,)}",90,0.5096153846153846,0.48990384615384613,0.5038461538461538,0.48990384615384613,0.4634615384615385,0.49759615384615385,0.49423076923076925,0.4985576923076923,0.5096153846153846,0.5274038461538462,0.031091395449642248,0.00011565059842727683,0.01728631158018785,0.013859502112867126
8,0.19824557304382323,0.006569576263427734,0.5030769230769231,0.5100961538461538,10.0,"(15,)",32,"{'gmm__n_components': 32, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (15,)}",47,0.5019230769230769,0.5033653846153846,0.5096153846153846,0.4913461538461538,0.5115384615384615,0.5302884615384615,0.4826923076923077,0.5110576923076923,0.5096153846153846,0.5144230769230769,0.04042935173572788,0.00014298997206737532,0.010714144828603151,0.012839329140615767
9,0.21353378295898437,0.007879829406738282,0.5,0.5,10.0,"(15,)",38,"{'gmm__n_components': 38, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (15,)}",56,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0364327375975413,0.00030210170850081145,0.0,0.0
10,0.11698017120361329,0.001090860366821289,0.5,0.5,10.0,"(31,)",2,"{'gmm__n_components': 2, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (31,)}",56,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.016115517617004933,7.889567269028013e-05,0.0,0.0
11,0.38185482025146483,0.0016244411468505859,0.49884615384615383,0.49923076923076926,10.0,"(31,)",5,"{'gmm__n_components': 5, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (31,)}",83,0.5,0.49615384615384617,0.47692307692307695,0.49903846153846154,0.5057692307692307,0.4947115384615385,0.49230769230769234,0.5,0.5192307692307693,0.50625,0.05307628057766867,5.1621140719137825e-05,0.014058205294228512,0.003994726553430945
12,0.34898996353149414,0.0044536590576171875,0.5069230769230769,0.5046153846153846,10.0,"(31,)",20,"{'gmm__n_components': 20, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (31,)}",36,0.525,0.5192307692307693,0.5326923076923077,0.5298076923076923,0.5211538461538462,0.48653846153846153,0.47115384615384615,0.48990384615384613,0.4846153846153846,0.49759615384615385,0.03722288502965917,0.0002493923069713722,0.024373814642699793,0.01697489880232318
13,0.20078458786010742,0.006614017486572266,0.5080769230769231,0.5054807692307692,10.0,"(31,)",32,"{'gmm__n_components': 32, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (31,)}",29,0.5076923076923077,0.510576923076923,0.4980769230769231,0.5052884615384615,0.5384615384615384,0.5120192307692307,0.49615384615384617,0.5043269230769231,0.5,0.4951923076923077,0.0407054016877878,0.000106902956145783,0.01568929081105471,0.005931998775071972
14,0.23629193305969237,0.0077178955078125,0.5088461538461538,0.5013461538461538,10.0,"(31,)",38,"{'gmm__n_components': 38, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (31,)}",27,0.5596153846153846,0.5072115384615384,0.525,0.50625,0.4634615384615385,0.48701923076923076,0.49615384615384617,0.50625,0.5,0.5,0.04523825890493568,0.00017284991162024951,0.03205487159386866,0.007610138052849755
15,0.12163910865783692,0.0011295318603515626,0.5,0.5,10.0,"(62,)",2,"{'gmm__n_components': 2, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (62,)}",56,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.01694575228514111,0.00011104477839618524,0.0,0.0
