,2,5,20,32,38
GMM,0.5169230769230769,0.5503846153846154,0.6434615384615384,0.7242307692307692,0.7503846153846154
Kmeans,0.5842307692307692,0.5534615384615384,0.6876923076923077,0.796923076923077,0.7880769230769231
