,2,5,20,32,38
GMM,0.0005507072214411454,0.004087457840322999,0.026582572086759463,0.04223425431048241,0.05088505641511197
Kmeans,0.020297917668231448,0.0046126013395817915,0.038616734484556485,0.06512842205864502,0.06466997674219706
