,2,5,20,32,38
GMM,8.155010952313946e-05,0.00012803809960127438,-0.0002081174906936941,0.00029490611977163336,0.0002692166819273922
Kmeans,0.0007063901969512584,0.00012488809060479667,5.3458885483329187e-05,0.0003839847934327998,8.247995224004571e-05
