,2,5,20,32,38
GMM,0.5111538461538462,0.5184615384615384,0.5296153846153846,0.5496153846153846,0.551923076923077
Kmeans,0.5184615384615384,0.5192307692307693,0.5342307692307692,0.55,0.5434615384615384
