,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_pca__n_components,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
34,0.121055269241333,0.0028574466705322266,0.5873076923076923,0.5960576923076923,10.0,"(31,)",40,"{'NN__alpha': 10.0, 'pca__n_components': 40, 'NN__hidden_layer_sizes': (31,)}",107,0.5923076923076923,0.6206730769230769,0.5942307692307692,0.6283653846153846,0.5884615384615385,0.5692307692307692,0.573076923076923,0.5644230769230769,0.5884615384615385,0.5975961538461538,0.01242174770346189,0.0003899411773933986,0.007457969011409753,0.02597115206618626
35,0.14253020286560059,0.0027716636657714845,0.5665384615384615,0.5915384615384616,10.0,"(31,)",45,"{'NN__alpha': 10.0, 'pca__n_components': 45, 'NN__hidden_layer_sizes': (31,)}",138,0.5673076923076923,0.5716346153846154,0.5692307692307692,0.5903846153846154,0.5769230769230769,0.5865384615384616,0.5903846153846154,0.645673076923077,0.5288461538461539,0.5634615384615385,0.024454949972731704,0.0001565083431118248,0.020518428720537135,0.028779731218239058
36,0.1219357967376709,0.0029717445373535155,0.5276923076923077,0.55625,10.0,"(31,)",50,"{'NN__alpha': 10.0, 'pca__n_components': 50, 'NN__hidden_layer_sizes': (31,)}",208,0.4846153846153846,0.5086538461538461,0.5365384615384615,0.5899038461538462,0.5057692307692307,0.5057692307692307,0.5057692307692307,0.5125,0.6057692307692307,0.6644230769230769,0.03888162789250215,0.000613492183363223,0.04240548139180836,0.06254879751846489
37,0.15325937271118165,0.002597999572753906,0.5488461538461539,0.6042307692307692,10.0,"(31,)",55,"{'NN__alpha': 10.0, 'pca__n_components': 55, 'NN__hidden_layer_sizes': (31,)}",177,0.5865384615384616,0.6221153846153846,0.6,0.6639423076923077,0.43653846153846154,0.50625,0.5692307692307692,0.625,0.551923076923077,0.6038461538461538,0.0435457207502802,0.0003302817799709923,0.05843876074487249,0.05275806536955712
38,0.10441365242004394,0.002323007583618164,0.5111538461538462,0.5193269230769231,10.0,"(31,)",60,"{'NN__alpha': 10.0, 'pca__n_components': 60, 'NN__hidden_layer_sizes': (31,)}",231,0.4846153846153846,0.5081730769230769,0.5134615384615384,0.5086538461538461,0.5192307692307693,0.510576923076923,0.5173076923076924,0.51875,0.5211538461538462,0.5504807692307693,0.014198959547667898,0.0005800257580555598,0.013510898515577165,0.016036086339526807
39,0.07634778022766113,0.0017020225524902344,0.5103846153846154,0.5243269230769231,10.0,"(62,)",2,"{'NN__alpha': 10.0, 'pca__n_components': 2, 'NN__hidden_layer_sizes': (62,)}",238,0.5653846153846154,0.6139423076923077,0.4519230769230769,0.47115384615384615,0.4673076923076923,0.46490384615384617,0.47692307692307695,0.47307692307692306,0.5903846153846154,0.5985576923076923,0.019535123181776973,0.0008595466719580506,0.056245972899894095,0.0671210323830443
40,0.1083909511566162,0.0013002395629882813,0.6230769230769231,0.6296153846153846,10.0,"(62,)",5,"{'NN__alpha': 10.0, 'pca__n_components': 5, 'NN__hidden_layer_sizes': (62,)}",45,0.551923076923077,0.5889423076923077,0.7134615384615385,0.7033653846153847,0.6596153846153846,0.6711538461538461,0.5153846153846153,0.49567307692307694,0.675,0.6889423076923077,0.02981539141455085,2.5911438232357968e-05,0.07597492579208241,0.07781906073076024
41,0.10325384140014648,0.0017517566680908202,0.6076923076923076,0.6097115384615385,10.0,"(62,)",10,"{'NN__alpha': 10.0, 'pca__n_components': 10, 'NN__hidden_layer_sizes': (62,)}",68,0.5538461538461539,0.5754807692307692,0.6423076923076924,0.6389423076923076,0.6615384615384615,0.6442307692307693,0.5903846153846154,0.5995192307692307,0.5903846153846154,0.5903846153846154,0.00967087897325315,0.0003683835578438872,0.038977310954333017,0.02718519382519849
42,0.11852493286132812,0.0014638423919677735,0.5938461538461538,0.6089423076923077,10.0,"(62,)",15,"{'NN__alpha': 10.0, 'pca__n_components': 15, 'NN__hidden_layer_sizes': (62,)}",87,0.5538461538461539,0.5807692307692308,0.625,0.604326923076923,0.6038461538461538,0.6278846153846154,0.5961538461538461,0.6197115384615385,0.5903846153846154,0.6120192307692308,0.019436267293874303,6.197478061789914e-05,0.023185641343233115,0.016120042469881052
43,0.13092613220214844,0.0016658306121826172,0.63,0.6357692307692308,10.0,"(62,)",20,"{'NN__alpha': 10.0, 'pca__n_components': 20, 'NN__hidden_layer_sizes': (62,)}",41,0.6038461538461538,0.60625,0.5923076923076923,0.5759615384615384,0.6673076923076923,0.69375,0.6442307692307693,0.6653846153846154,0.6423076923076924,0.6375,0.030673180929845847,0.00031126408855367324,0.027751006165457615,0.0416897618439294
