,2,5,20,32,38
GMM,0.036464602524494315,0.0011222712146910128,0.05284681086379769,0.06729913888171449,0.07242041091485849
Kmeans,0.020297319072641446,0.003140358308833618,0.03993767504236881,0.05291901080912311,0.05000441448116589
