,2,5,20,32,38
GMM,0.6123076923076923,0.5280769230769231,0.7138461538461538,0.7988461538461539,0.8257692307692308
Kmeans,0.5842307692307692,0.5480769230769231,0.7169230769230769,0.7665384615384615,0.7553846153846154
