,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_ica__n_components,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.0199981689453125,0.0004421710968017578,0.7835851367905268,0.7835851334078645,10.0,"(7,)",1,"{'ica__n_components': 1, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (7,)}",1,0.7836734693877551,0.7835630423685553,0.7836734693877551,0.7835630423685553,0.7836734693877551,0.7835630423685553,0.7834525025536262,0.7836182699668283,0.7834525025536262,0.7836182699668283,0.0008053853936357682,7.62506600614832e-05,0.00010824013408538259,2.705588709761459e-05
1,0.02131943702697754,0.00042672157287597655,0.21641486320947326,0.21641486659213544,10.0,"(7,)",2,"{'ica__n_components': 2, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (7,)}",188,0.2163265306122449,0.2164369576314446,0.2163265306122449,0.2164369576314446,0.2163265306122449,0.2164369576314446,0.21654749744637386,0.21638173003317174,0.21654749744637386,0.21638173003317174,0.001514968042521834,9.747353985442922e-05,0.00010824013408542338,2.70558870975874e-05
2,0.024122238159179688,0.0003833770751953125,0.7835851367905268,0.7835851334078645,10.0,"(7,)",3,"{'ica__n_components': 3, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (7,)}",1,0.7836734693877551,0.7835630423685553,0.7836734693877551,0.7835630423685553,0.7836734693877551,0.7835630423685553,0.7834525025536262,0.7836182699668283,0.7834525025536262,0.7836182699668283,0.0016360883206989506,5.652079387249802e-06,0.00010824013408538259,2.705588709761459e-05
3,0.024428176879882812,0.00041980743408203124,0.21641486320947326,0.21641486659213544,10.0,"(7,)",4,"{'ica__n_components': 4, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (7,)}",188,0.2163265306122449,0.2164369576314446,0.2163265306122449,0.2164369576314446,0.2163265306122449,0.2164369576314446,0.21654749744637386,0.21638173003317174,0.21654749744637386,0.21638173003317174,0.0014574173981204653,5.287593044381945e-05,0.00010824013408542338,2.70558870975874e-05
4,0.025733184814453126,0.00042219161987304686,0.21641486320947326,0.21641486659213544,10.0,"(7,)",5,"{'ica__n_components': 5, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (7,)}",188,0.2163265306122449,0.2164369576314446,0.2163265306122449,0.2164369576314446,0.2163265306122449,0.2164369576314446,0.21654749744637386,0.21638173003317174,0.21654749744637386,0.21638173003317174,0.001017568734836932,1.4542673429489086e-05,0.00010824013408542338,2.70558870975874e-05
5,0.03490896224975586,0.0004025936126708984,0.3297264189465088,0.3298621745788668,10.0,"(7,)",6,"{'ica__n_components': 6, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (7,)}",187,0.2163265306122449,0.2164369576314446,0.2163265306122449,0.2164369576314446,0.2163265306122449,0.2164369576314446,0.7834525025536262,0.7836182699668283,0.21654749744637386,0.21638173003317174,0.00879437142391297,1.252058522079103e-05,0.2267762093334496,0.2268780487022606
6,0.03018674850463867,0.0004097938537597656,0.21641486320947326,0.21641486659213544,10.0,"(7,)",7,"{'ica__n_components': 7, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (7,)}",188,0.2163265306122449,0.2164369576314446,0.2163265306122449,0.2164369576314446,0.2163265306122449,0.2164369576314446,0.21654749744637386,0.21638173003317174,0.21654749744637386,0.21638173003317174,0.0030965251208346345,8.317221111455971e-06,0.00010824013408542338,2.70558870975874e-05
7,0.030182647705078124,0.0004682064056396484,0.7835851367905268,0.7835851334078645,10.0,"(7,)",8,"{'ica__n_components': 8, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (7,)}",1,0.7836734693877551,0.7835630423685553,0.7836734693877551,0.7835630423685553,0.7836734693877551,0.7835630423685553,0.7834525025536262,0.7836182699668283,0.7834525025536262,0.7836182699668283,0.0023860319542911156,0.00010550450731181187,0.00010824013408538259,2.705588709761459e-05
8,0.03687858581542969,0.00040645599365234374,0.7835851367905268,0.7835851334078645,10.0,"(7,)",9,"{'ica__n_components': 9, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (7,)}",1,0.7836734693877551,0.7835630423685553,0.7836734693877551,0.7835630423685553,0.7836734693877551,0.7835630423685553,0.7834525025536262,0.7836182699668283,0.7834525025536262,0.7836182699668283,0.003941788562623814,8.572996375262872e-06,0.00010824013408538259,2.705588709761459e-05
9,0.03718013763427734,0.00041446685791015627,0.7835851367905268,0.7835851334078645,10.0,"(7,)",10,"{'ica__n_components': 10, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (7,)}",1,0.7836734693877551,0.7835630423685553,0.7836734693877551,0.7835630423685553,0.7836734693877551,0.7835630423685553,0.7834525025536262,0.7836182699668283,0.7834525025536262,0.7836182699668283,0.004404219161268867,4.103570933141739e-06,0.00010824013408538259,2.705588709761459e-05
10,0.04222402572631836,0.00042042732238769533,0.7835851367905268,0.7835851334078645,10.0,"(7,)",11,"{'ica__n_components': 11, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (7,)}",1,0.7836734693877551,0.7835630423685553,0.7836734693877551,0.7835630423685553,0.7836734693877551,0.7835630423685553,0.7834525025536262,0.7836182699668283,0.7834525025536262,0.7836182699668283,0.0017016007891057943,8.878139350626955e-06,0.00010824013408538259,2.705588709761459e-05
