,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_gmm__n_components,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.09038996696472168,0.0007984161376953125,0.7835851367905268,0.7835851334078645,10.0,"(7,)",2,"{'NN__hidden_layer_sizes': (7,), 'NN__alpha': 10.0, 'gmm__n_components': 2}",12,0.7836734693877551,0.7835630423685553,0.7836734693877551,0.7835630423685553,0.7836734693877551,0.7835630423685553,0.7834525025536262,0.7836182699668283,0.7834525025536262,0.7836182699668283,0.007932838005256671,8.545054920046327e-05,0.00010824013408538259,2.705588709761459e-05
1,0.21829590797424317,0.0010821819305419922,0.21641486320947326,0.21641486659213544,10.0,"(7,)",5,"{'NN__hidden_layer_sizes': (7,), 'NN__alpha': 10.0, 'gmm__n_components': 5}",69,0.2163265306122449,0.2164369576314446,0.2163265306122449,0.2164369576314446,0.2163265306122449,0.2164369576314446,0.21654749744637386,0.21638173003317174,0.21654749744637386,0.21638173003317174,0.055520964492076115,2.222183944518571e-05,0.00010824013408542338,2.70558870975874e-05
2,0.3750642776489258,0.0015577316284179688,0.7835851367905268,0.7835851334078645,10.0,"(7,)",10,"{'NN__hidden_layer_sizes': (7,), 'NN__alpha': 10.0, 'gmm__n_components': 10}",12,0.7836734693877551,0.7835630423685553,0.7836734693877551,0.7835630423685553,0.7836734693877551,0.7835630423685553,0.7834525025536262,0.7836182699668283,0.7834525025536262,0.7836182699668283,0.01378737313386776,5.433424985226084e-05,0.00010824013408538259,2.705588709761459e-05
3,0.6192811489105224,0.0021066665649414062,0.21641486320947326,0.21641486659213544,10.0,"(7,)",15,"{'NN__hidden_layer_sizes': (7,), 'NN__alpha': 10.0, 'gmm__n_components': 15}",69,0.2163265306122449,0.2164369576314446,0.2163265306122449,0.2164369576314446,0.2163265306122449,0.2164369576314446,0.21654749744637386,0.21638173003317174,0.21654749744637386,0.21638173003317174,0.045780546208599115,9.439436877219867e-05,0.00010824013408542338,2.70558870975874e-05
4,0.07417402267456055,0.0008105754852294922,0.21641486320947326,0.21641486659213544,10.0,"(15,)",2,"{'NN__hidden_layer_sizes': (15,), 'NN__alpha': 10.0, 'gmm__n_components': 2}",69,0.2163265306122449,0.2164369576314446,0.2163265306122449,0.2164369576314446,0.2163265306122449,0.2164369576314446,0.21654749744637386,0.21638173003317174,0.21654749744637386,0.21638173003317174,0.009031048128072025,4.4504364329416814e-05,0.00010824013408542338,2.70558870975874e-05
5,0.21784873008728028,0.0010982036590576171,0.7835851367905268,0.7835851334078645,10.0,"(15,)",5,"{'NN__hidden_layer_sizes': (15,), 'NN__alpha': 10.0, 'gmm__n_components': 5}",12,0.7836734693877551,0.7835630423685553,0.7836734693877551,0.7835630423685553,0.7836734693877551,0.7835630423685553,0.7834525025536262,0.7836182699668283,0.7834525025536262,0.7836182699668283,0.044728133404099674,3.5507370895522456e-05,0.00010824013408538259,2.705588709761459e-05
6,0.38834142684936523,0.0016934394836425782,0.7835851367905268,0.7835851334078645,10.0,"(15,)",10,"{'NN__hidden_layer_sizes': (15,), 'NN__alpha': 10.0, 'gmm__n_components': 10}",12,0.7836734693877551,0.7835630423685553,0.7836734693877551,0.7835630423685553,0.7836734693877551,0.7835630423685553,0.7834525025536262,0.7836182699668283,0.7834525025536262,0.7836182699668283,0.020150053188699224,0.00012045584287328649,0.00010824013408538259,2.705588709761459e-05
7,0.6579828262329102,0.00205378532409668,0.7835851367905268,0.7835851334078645,10.0,"(15,)",15,"{'NN__hidden_layer_sizes': (15,), 'NN__alpha': 10.0, 'gmm__n_components': 15}",12,0.7836734693877551,0.7835630423685553,0.7836734693877551,0.7835630423685553,0.7836734693877551,0.7835630423685553,0.7834525025536262,0.7836182699668283,0.7834525025536262,0.7836182699668283,0.04937591240486447,8.415769237605878e-05,0.00010824013408538259,2.705588709761459e-05
8,0.08519344329833985,0.0008625507354736329,0.7835851367905268,0.7835851334078645,10.0,"(31,)",2,"{'NN__hidden_layer_sizes': (31,), 'NN__alpha': 10.0, 'gmm__n_components': 2}",12,0.7836734693877551,0.7835630423685553,0.7836734693877551,0.7835630423685553,0.7836734693877551,0.7835630423685553,0.7834525025536262,0.7836182699668283,0.7834525025536262,0.7836182699668283,0.01124682393044539,3.0680089621436335e-05,0.00010824013408538259,2.705588709761459e-05
9,0.22537097930908204,0.0012061119079589844,0.7686810943242139,0.7765935148471712,10.0,"(31,)",5,"{'NN__hidden_layer_sizes': (31,), 'NN__alpha': 10.0, 'gmm__n_components': 5}",68,0.7836734693877551,0.7835630423685553,0.7836734693877551,0.7827973455844819,0.7836734693877551,0.7835630423685553,0.7834525025536262,0.7836182699668283,0.7088866189989785,0.7494258739474355,0.047753663413734763,4.416202054586946e-05,0.029885914771411642,0.013587229593320345
10,0.37889800071716306,0.0017881393432617188,0.7835851367905268,0.7835851334078645,10.0,"(31,)",10,"{'NN__hidden_layer_sizes': (31,), 'NN__alpha': 10.0, 'gmm__n_components': 10}",12,0.7836734693877551,0.7835630423685553,0.7836734693877551,0.7835630423685553,0.7836734693877551,0.7835630423685553,0.7834525025536262,0.7836182699668283,0.7834525025536262,0.7836182699668283,0.01417815639404679,0.00013677348883519628,0.00010824013408538259,2.705588709761459e-05
