,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_filter__n,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
24,0.41747636795043946,0.10627107620239258,0.7813393221723153,0.7803188117313317,10.0,"(31,)",3,"{'filter__n': 3, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (31,)}",175,0.7836734693877551,0.7799897907095457,0.7836734693877551,0.7835630423685553,0.7836734693877551,0.7835630423685553,0.7834525025536262,0.7836182699668283,0.7722165474974464,0.7708599132431743,0.0031040452123866206,0.001562019829432378,0.004560443899249683,0.00492981754114351
25,0.45301032066345215,0.1060147762298584,0.7831768068599428,0.7887397049048751,10.0,"(31,)",4,"{'filter__n': 4, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (31,)}",158,0.7816326530612245,0.7879019908116386,0.7857142857142857,0.7830525778458397,0.7836734693877551,0.7835630423685553,0.7620020429009193,0.79535595815259,0.8028600612870276,0.7938249553457515,0.013476219950648188,0.0009475894690408491,0.012995097511717468,0.0050887639596838685
26,0.4503155708312988,0.10497484207153321,0.7792976725193956,0.7922106552533104,10.0,"(31,)",5,"{'filter__n': 5, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (31,)}",187,0.786734693877551,0.7901990811638591,0.7887755102040817,0.7909647779479326,0.7877551020408163,0.7866258295048494,0.7783452502553626,0.7971421280939015,0.7548518896833504,0.7961214595560092,0.004368576558345019,0.0017348290747960747,0.012766300214750958,0.003909033995492384
27,0.44803953170776367,0.10541701316833496,0.7866476112699061,0.7879229746939069,10.0,"(31,)",6,"{'filter__n': 6, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (31,)}",117,0.789795918367347,0.7845839714139867,0.7908163265306123,0.7830525778458397,0.7846938775510204,0.7830525778458397,0.7742594484167518,0.7948456238836438,0.7936670071501533,0.7940801224802245,0.019217944308460085,0.0014002509930230577,0.006837164953604147,0.005374458381741625
28,0.4304959774017334,0.10607757568359374,0.7846059616169865,0.7832278342927175,10.0,"(31,)",7,"{'filter__n': 7, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (31,)}",137,0.7836734693877551,0.7835630423685553,0.7836734693877551,0.7833078101071975,0.7928571428571428,0.7825421133231241,0.7814096016343207,0.7836182699668283,0.7814096016343207,0.7831079356978821,0.015725823904615018,0.001566879012110623,0.004249011751249839,0.00038879030898690016
29,0.4348451614379883,0.10549345016479492,0.7850142915475704,0.7887912072453398,10.0,"(31,)",8,"{'filter__n': 8, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (31,)}",132,0.7846938775510204,0.7927514037774375,0.7846938775510204,0.7863705972434916,0.789795918367347,0.7845839714139867,0.7946884576098059,0.7933146210768053,0.7711950970377937,0.7869354427149783,0.007092528946662568,0.0009652689582647617,0.00784173500906477,0.0035538282844658786
30,0.47667903900146485,0.10702934265136718,0.8017558187015108,0.803337440234686,10.0,"(31,)",9,"{'filter__n': 9, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (31,)}",17,0.7959183673469388,0.7993874425727412,0.8081632653061225,0.8029606942317509,0.7979591836734694,0.7947932618683001,0.8171603677221655,0.8137279918346517,0.7895812053115424,0.8058178106659862,0.013893140218593749,0.001689858653744509,0.00974543404762617,0.006369665659431932
31,0.435223388671875,0.1052138328552246,0.8064516129032258,0.8043585386100176,10.0,"(31,)",10,"{'filter__n': 10, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (31,)}",4,0.810204081632653,0.8065339458907606,0.7938775510204081,0.8009188361408882,0.8438775510204082,0.798111281265952,0.7936670071501533,0.8132176575657055,0.7906026557711952,0.8030109721867823,0.006173271329493061,0.0016755950701593683,0.019939472308052476,0.005213292590528296
32,0.5019194126129151,0.1046529769897461,0.7911392405063291,0.8041549649936481,10.0,"(31,)",11,"{'filter__n': 11, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (31,)}",77,0.8020408163265306,0.8032159264931087,0.7959183673469388,0.8088310362429811,0.8224489795918367,0.8044920877998979,0.8171603677221655,0.805052309262567,0.7180796731358529,0.7991834651696862,0.021707143294654747,0.001526116088970383,0.03777183533276276,0.0031106952488934993
33,0.41501965522766116,0.1064427375793457,0.7835851367905268,0.7835851334078645,10.0,"(62,)",1,"{'filter__n': 1, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (62,)}",139,0.7836734693877551,0.7835630423685553,0.7836734693877551,0.7835630423685553,0.7836734693877551,0.7835630423685553,0.7834525025536262,0.7836182699668283,0.7834525025536262,0.7836182699668283,0.0024039953605077273,0.0019502277382559335,0.00010824013408538259,2.705588709761459e-05
34,0.4144503116607666,0.10658884048461914,0.782155982033483,0.782870639380586,10.0,"(62,)",2,"{'filter__n': 2, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (62,)}",168,0.7836734693877551,0.7835630423685553,0.7836734693877551,0.7830525778458397,0.7836734693877551,0.7835630423685553,0.7834525025536262,0.7836182699668283,0.7763023493360572,0.7805562643531513,0.005447580976222826,0.0005855699702166119,0.0029269468380468903,0.0011753491959188127
35,0.4335308074951172,0.1061011791229248,0.7835851367905268,0.7835851334078645,10.0,"(62,)",3,"{'filter__n': 3, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (62,)}",139,0.7836734693877551,0.7835630423685553,0.7836734693877551,0.7835630423685553,0.7836734693877551,0.7835630423685553,0.7834525025536262,0.7836182699668283,0.7834525025536262,0.7836182699668283,0.006220892923349851,0.0013397796707647473,0.00010824013408538259,2.705588709761459e-05
36,0.44118103981018064,0.10433521270751953,0.7858309514087383,0.7842482683738247,10.0,"(62,)",4,"{'filter__n': 4, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (62,)}",123,0.7826530612244897,0.7782031648800408,0.7826530612244897,0.7835630423685553,0.786734693877551,0.7830525778458397,0.7854954034729316,0.7843837713702475,0.7916241062308478,0.79203878540444,0.018849981444720297,0.001560909387825466,0.003306838791409739,0.00445315626121326
37,0.4784096240997314,0.10594043731689454,0.7980808493262556,0.7959876889347208,10.0,"(62,)",5,"{'filter__n': 5, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (62,)}",33,0.7928571428571428,0.7817764165390505,0.7846938775510204,0.8047473200612557,0.823469387755102,0.7922409392547218,0.797752808988764,0.7958662924215361,0.7916241062308478,0.80530747639704,0.030449502351675383,0.0013577197567956477,0.01336559065116825,0.00871323945725915
38,0.4325969696044922,0.10753960609436035,0.7829726418946509,0.7833298360196219,10.0,"(62,)",6,"{'filter__n': 6, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (62,)}",160,0.7836734693877551,0.7799897907095457,0.7836734693877551,0.7845839714139867,0.7836734693877551,0.7835630423685553,0.7814096016343207,0.785659607042613,0.7824310520939735,0.782852768563409,0.00798161341347998,0.0009612808078164372,0.0009174767046661535,0.0019203421486438275
39,0.4398066520690918,0.10607657432556153,0.7854226214781543,0.7838403656692223,10.0,"(62,)",7,"{'filter__n': 7, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (62,)}",129,0.7836734693877551,0.7827973455844819,0.7836734693877551,0.7833078101071975,0.7918367346938775,0.7858601327207759,0.7844739530132788,0.7841286042357745,0.7834525025536262,0.7831079356978821,0.01289437894083599,0.0024109636461846972,0.0032266894470588804,0.0011018620966820277
40,0.44448351860046387,0.10670785903930664,0.7813393221723153,0.7865452414976526,10.0,"(62,)",8,"{'filter__n': 8, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (62,)}",175,0.7816326530612245,0.7815211842776927,0.7826530612244897,0.7871362940275651,0.7857142857142857,0.7853496681980602,0.7568947906026557,0.7769839244705282,0.7997957099080695,0.801735136514417,0.02431127969639608,0.001262250451247532,0.013846007079635554,0.008356692928075643
41,0.453127384185791,0.10749802589416504,0.7882809309922417,0.7862389237078923,10.0,"(62,)",9,"{'filter__n': 9, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (62,)}",99,0.7836734693877551,0.7843287391526289,0.7836734693877551,0.7835630423685553,0.7846938775510204,0.7838182746299133,0.7987742594484167,0.792549119673386,0.7906026557711952,0.7869354427149783,0.03640435615570741,0.0015500214842483334,0.005844254486579273,0.0033755710564662917
42,0.4316107749938965,0.10711183547973632,0.7939975500204165,0.7902714892343305,10.0,"(62,)",10,"{'filter__n': 10, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (62,)}",58,0.7979591836734694,0.7866258295048494,0.7806122448979592,0.7907095456865748,0.8081632653061225,0.7924961715160797,0.7844739530132788,0.7902526154631283,0.7987742594484167,0.7912732840010207,0.009268792908203607,0.0011386152724812656,0.010090948965337906,0.0019715926834439758
43,0.4386322498321533,0.1068913459777832,0.7856267864434463,0.7842485679574944,10.0,"(62,)",11,"{'filter__n': 11, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (62,)}",127,0.7836734693877551,0.7835630423685553,0.7836734693877551,0.7835630423685553,0.7816326530612245,0.7835630423685553,0.7946884576098059,0.7869354427149783,0.7844739530132788,0.7836182699668283,0.02144087631869773,0.0016830633997064691,0.004625698378746318,0.0013436076450149116
44,0.4193906307220459,0.10590004920959473,0.7835851367905268,0.7835851334078645,10.0,"(124,)",1,"{'filter__n': 1, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (124,)}",139,0.7836734693877551,0.7835630423685553,0.7836734693877551,0.7835630423685553,0.7836734693877551,0.7835630423685553,0.7834525025536262,0.7836182699668283,0.7834525025536262,0.7836182699668283,0.0017205210788206365,0.0021064903987327533,0.00010824013408538259,2.705588709761459e-05
45,0.4401422023773193,0.10650501251220704,0.7850142915475704,0.7852692364953868,10.0,"(124,)",2,"{'filter__n': 2, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (124,)}",132,0.7836734693877551,0.7835630423685553,0.7836734693877551,0.7835630423685553,0.7836734693877551,0.7835630423685553,0.7834525025536262,0.7843837713702475,0.7906026557711952,0.7912732840010207,0.015480380332627712,0.0010941388850994552,0.002794422729348514,0.0030188053972738673
46,0.43824105262756347,0.10587878227233886,0.7835851367905268,0.7835851334078645,10.0,"(124,)",3,"{'filter__n': 3, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (124,)}",139,0.7836734693877551,0.7835630423685553,0.7836734693877551,0.7835630423685553,0.7836734693877551,0.7835630423685553,0.7834525025536262,0.7836182699668283,0.7834525025536262,0.7836182699668283,0.002811635751947827,0.0010934756726391172,0.00010824013408538259,2.705588709761459e-05
47,0.43412256240844727,0.10606021881103515,0.7815434871376072,0.7874126795010916,10.0,"(124,)",4,"{'filter__n': 4, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (124,)}",170,0.7836734693877551,0.7838182746299133,0.7836734693877551,0.7840735068912711,0.7836734693877551,0.7835630423685553,0.7875383043922369,0.785659607042613,0.7691521961184883,0.7999489665731054,0.012709508365183886,0.001216377097432944,0.006371528875319128,0.0063106462861571575
48,0.43535676002502444,0.10657858848571777,0.7817476521028991,0.7848099356533353,10.0,"(124,)",5,"{'filter__n': 5, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (124,)}",169,0.7775510204081633,0.7835630423685553,0.7836734693877551,0.7835630423685553,0.7836734693877551,0.7835630423685553,0.7742594484167518,0.7790252615463128,0.7895812053115424,0.7943352896146977,0.00713444914987054,0.0015650680387379464,0.005336764984568918,0.005076594354576435
49,0.47010102272033694,0.10684733390808106,0.7876684360963658,0.7871576165696341,10.0,"(124,)",6,"{'filter__n': 6, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (124,)}",107,0.7836734693877551,0.7835630423685553,0.7836734693877551,0.7838182746299133,0.789795918367347,0.7861153649821337,0.7834525025536262,0.7836182699668283,0.797752808988764,0.79867313090074,0.04737317561406725,0.0020304843810012127,0.005583118823857764,0.005835966095408452
50,0.474254846572876,0.10763359069824219,0.78705594120049,0.7906283975881692,10.0,"(124,)",7,"{'filter__n': 7, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (124,)}",111,0.786734693877551,0.7963246554364471,0.7836734693877551,0.7835630423685553,0.7836734693877551,0.7835630423685553,0.780388151174668,0.7940801224802245,0.8008171603677222,0.795611125287063,0.02175522657229043,0.001774080340170486,0.0071649448479675516,0.005814255279646323
51,0.4464094161987305,0.10612797737121582,0.7899142507145773,0.7890459575677505,10.0,"(124,)",8,"{'filter__n': 8, 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (124,)}",92,0.7846938775510204,0.7833078101071975,0.7887755102040817,0.7866258295048494,0.7979591836734694,0.7856049004594181,0.7824310520939735,0.7877009441183975,0.7957099080694586,0.80199030364889,0.006193381524543802,0.001754020037018574,0.006047166126161321,0.006633089578619441
