,0,1,2,3,4,5,6,7,8,9
1,0.8973661653102893,0.9132443461724181,0.9126629084863176,0.8873525833529563,0.9093281098357532,0.8823445081014265,0.9134289072507401,0.909090909090909,0.9252101840881618,0.9999999999999999
2,0.8228171489101125,0.7984097570254137,0.814578293464978,0.8133857713094133,0.8453021527031525,0.7772580083487307,0.84970615576545,0.8270010853889055,0.74942967145853,0.891737778220186
3,0.7060080858019545,0.6797458041746075,0.7021550649526646,0.7309578123399975,0.7110512945593097,0.7055126853748716,0.7140779610567835,0.7695023207216565,0.6493503260316867,0.800828687311095
4,0.6286586616459346,0.7109402697359538,0.6306871472771525,0.6445269327343086,0.6548096870722929,0.610568427042207,0.6172851356331913,0.6492615433742045,0.727969814012118,0.7385262396116226
5,0.5036058558637323,0.5602317531373705,0.5312885986336131,0.5589326976285771,0.4133069384544795,0.6029535773064058,0.5361754113732702,0.5728264566329299,0.49474744239763724,0.6220877304066775
6,0.4772235503482645,0.40243156929702145,0.35320057356584916,0.43633995324601066,0.49294696556495604,0.4526757296440321,0.4460183245696387,0.47763143880771963,0.5458274373552119,0.5667269601631987
7,0.33870352144995497,0.37541766002866234,0.4504865410930378,0.45543957318228123,0.31811243879048096,0.3332471465117152,0.3718706684106068,0.3976710535366971,0.4314164912652274,0.5016924394045658
8,0.20242874075452777,0.2356622641159453,0.3484741932641635,0.3068870952451812,0.2268637458138663,0.2656151379518572,0.3340585559633063,0.3938275282297579,0.30167940325723736,0.39908934731195655
9,0.21344159041892383,0.3146788470895196,0.3292113839916888,0.16404636622143745,0.1504277351545363,0.19149423629407178,0.1516134851694202,0.31528368563165327,0.14962563259243558,0.2882791437769345
10,0.08016096135811775,0.08958598863092031,0.1465272815023853,0.08111407228218373,0.0348734841169569,0.09090909090909094,0.06286437121102204,0.21831266465090224,0.09090909090909091,0.193124293107112
11,2.6833024699172265e-29,1.2535426580852435e-29,7.196211347937117e-30,5.605129940366009e-30,0.11478336269041446,5.5551864384421896e-30,1.8628580405851854e-29,0.05467310685342674,1.6427373760381578e-30,0.08393647542648933
