,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_rp__n_components,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.04409670829772949,0.0005235671997070312,0.7829726418946509,0.7829726411074904,10.0,"(7,)",1,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (7,), 'rp__n_components': 1}",134,0.7836734693877551,0.7827973455844819,0.7836734693877551,0.7827973455844819,0.7816326530612245,0.7833078101071975,0.7834525025536262,0.782852768563409,0.7824310520939735,0.7831079356978821,0.0007777586067933571,3.385644561988109e-05,0.0008126853990933843,0.00020320893294937644
1,0.059504365921020506,0.0005420207977294922,0.7831768068599428,0.7826662972669762,10.0,"(7,)",2,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (7,), 'rp__n_components': 2}",130,0.7836734693877551,0.7833078101071975,0.7816326530612245,0.7792240939254722,0.7836734693877551,0.7835630423685553,0.7834525025536262,0.7836182699668283,0.7834525025536262,0.7836182699668283,0.0018361193219702575,3.133498659784356e-05,0.0007785700333135037,0.001724932369002537
2,0.060218000411987306,0.0005430698394775391,0.768068599428338,0.7733259427344512,10.0,"(7,)",3,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (7,), 'rp__n_components': 3}",205,0.7857142857142857,0.7845839714139867,0.7714285714285715,0.781010719754977,0.7785714285714286,0.756253190403267,0.7814096016343207,0.782597601428936,0.7231869254341164,0.7621842306710895,0.014922478461256416,2.6437341694882425e-05,0.022909168774192468,0.011725009871350013
3,0.12938399314880372,0.0005606174468994141,0.6888525928950592,0.6920072249160872,10.0,"(7,)",4,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (7,), 'rp__n_components': 4}",213,0.32040816326530613,0.3124042879019908,0.7826530612244897,0.7858601327207759,0.7857142857142857,0.7833078101071975,0.7844739530132788,0.7874457769839245,0.7711950970377937,0.7910181168665475,0.04505197527707962,5.4600374088708584e-05,0.18434144811329217,0.18981792797046
4,0.11112895011901855,0.0005461692810058594,0.7770518579011841,0.7813892372091775,10.0,"(7,)",5,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (7,), 'rp__n_components': 5}",181,0.7806122448979592,0.7825421133231241,0.7816326530612245,0.7753956100051046,0.789795918367347,0.7641653905053599,0.7671092951991828,0.7966317938249553,0.7660878447395302,0.7882112783873437,0.01174904447524083,9.946112182168733e-05,0.009111324171181915,0.011070585925721424
5,0.0746617317199707,0.0006060600280761719,0.7674561045324623,0.774652876960596,10.0,"(7,)",6,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (7,), 'rp__n_components': 6}",206,0.7979591836734694,0.7802450229709035,0.6979591836734694,0.7616130678917815,0.7836734693877551,0.7812659520163349,0.7773237997957099,0.7759632559326359,0.780388151174668,0.7741770859913243,0.016679462290547648,8.602107972036273e-05,0.0354687733524494,0.007028299215903872
6,0.021020174026489258,0.0005968093872070312,0.21641486320947326,0.21641486659213544,10.0,"(7,)",7,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (7,), 'rp__n_components': 7}",217,0.2163265306122449,0.2164369576314446,0.2163265306122449,0.2164369576314446,0.2163265306122449,0.2164369576314446,0.21654749744637386,0.21638173003317174,0.21654749744637386,0.21638173003317174,0.000485444770896977,4.008876364203973e-05,0.00010824013408542338,2.70558870975874e-05
7,0.07149815559387207,0.0006291866302490234,0.7768476929358922,0.7758266848553029,10.0,"(7,)",8,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (7,), 'rp__n_components': 8}",182,0.7826530612244897,0.77947932618683,0.7785714285714286,0.7728432873915263,0.7755102040816326,0.7715671260847371,0.7834525025536262,0.7833631028323552,0.7640449438202247,0.7718805817810666,0.01543737269712129,0.00012121074879952899,0.007012630446028276,0.004748802279330817
8,0.03542928695678711,0.0005555629730224609,0.782564311964067,0.7829725759806057,10.0,"(7,)",9,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (7,), 'rp__n_components': 9}",144,0.7816326530612245,0.7817764165390505,0.7816326530612245,0.7825421133231241,0.7826530612244897,0.7833078101071975,0.7834525025536262,0.7836182699668283,0.7834525025536262,0.7836182699668283,0.005012871446865737,1.4969497389569327e-05,0.000815029299453485,0.0007158657522786719
9,0.06216902732849121,0.000591897964477539,0.7782768476929359,0.7802161587355798,10.0,"(7,)",10,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (7,), 'rp__n_components': 10}",171,0.7795918367346939,0.7766717713118938,0.7755102040816326,0.7792240939254722,0.7724489795918368,0.7797345584481878,0.7824310520939735,0.7831079356978821,0.7814096016343207,0.7823424342944628,0.0075980519426530795,2.328635616874281e-05,0.003752871967743776,0.0023092091886816454
10,0.0613039493560791,0.0005819797515869141,0.7807268272764394,0.7845550160010244,10.0,"(7,)",11,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (7,), 'rp__n_components': 11}",156,0.7846938775510204,0.7861153649821337,0.7846938775510204,0.7845839714139867,0.7857142857142857,0.7848392036753445,0.7854954034729316,0.7848941056391937,0.763023493360572,0.7823424342944628,0.006088103274733826,1.4880834066481747e-05,0.008857925139099549,0.00122693028195974
